zone,state,lga,ea,hhid,indiv,NEWMEMBER,s1q4,s1q2,s1q3,s1q3_os,s1q6,s1q8,s1q9,s1q10,s1q11,s1q12,s1q13,s1q14,s1q15,s1q15a,s1q16,s1q17,s1q18,s1q19_1,s1q19_2,s1q19_3,s1q19_4,s1q19a,s1q19b,s1q19c,s1q19d,s1q20,s1q21,s1q22a,s1q22b,s1q23,s1q23_os,s1q24,s1q25,s1q26,s1q27,s1q28,s1q29,s1q29b,s1q30,s1q31,s1q32,s1q33,s1q34,s1q34_os,s1q34b,s1q35,s1q36,s1q36_os,s1q37,s1q38,s1q39,s1q39_os,s1q39a,s1q39b,s1q39c,s1q39d,s1q39e,s1q39f,s1q39g,s1q39h,s1q39i__1,s1q39i__2,s1q39i__3,s1q39i__4,s1q39i__5,s1q39i__6,s1q39i__7,s1q39i__8,s1q39i__9,s1q39i__10,s1q39i__11,s1q39i__12,s1q39i__13,s1q39i__14,s1q39i__96,s1q39i_os,s1q39j,s1q39k__1,s1q39k__2,s1q39k__3,s1q39k__4,s1q39k__5,s1q39k__6,s1q39k__7,s1q39k__8,s1q39k__9,s1q39k__10,s1q39k__11,s1q39k__12,s1q39k__13,s1q39k__14,s1q39k__96,s1q39k_os,s1q40a,s1q40b,s1q40c,s1q40d,s1q41,s1q42a,s1q44,months_left,s1q45,s1q45_os
4. South East,1. Abia,111. OSISIOMA,1146,10031,3,0,1. YES,1. MALE,3. OWN CHILD,,19,1. YES,"3. NO, COULD NOT  LOCATE  CERTIFICATE",,2004,1. YES,,2. NO,0. ZERO / LESS THAN A MONTH,,7. NEVER MARRIED,,,,,,,,,,,,,,,,,,1. YES,1,,,,,1. YES,2,,,,,,1. YES,,,999. SINCE BIRTH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4. South East,1. Abia,111. OSISIOMA,1146,10031,5,0,1. YES,2. FEMALE,3. OWN CHILD,,13,1. YES,"4. NO, CERTIFICATE  IS NOT IN THIS  DWELLING",,2010,2. NO,2. NO,2. NO,0. ZERO / LESS THAN A MONTH,,7. NEVER MARRIED,,,,,,,,,,,,,,,,,,1. YES,1,,,,,1. YES,2,,,,,,1. YES,,,999. SINCE BIRTH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4. South East,1. Abia,111. OSISIOMA,1146,10031,1601,0,1. YES,1. MALE,3. OWN CHILD,,16,1. YES,"4. NO, CERTIFICATE  IS NOT IN THIS  DWELLING",,2007,2. NO,2. NO,2. NO,0. ZERO / LESS THAN A MONTH,,7. NEVER MARRIED,,,,,,,,,,,,,,,,,,1. YES,1,,,,,1. YES,2,,,,,,1. YES,,,999. SINCE BIRTH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4. South East,1. Abia,111. OSISIOMA,1146,10032,1,0,1. YES,1. MALE,1. HEAD,,56,2. NO,,,1967,1. YES,,2. NO,0. ZERO / LESS THAN A MONTH,,1. MARRIED (MONOGAMOUS),35,1. YES,2,,,,2015,,,,2. NO,,,,,,,2. NO,,2. NO,15. P5,8. WHOLESALE &amp; RETAIL TRADE,,2. NO,,1. YES,14. P4,8. WHOLESALE &amp; RETAIL TRADE,,1. ELSEWHERE WITHIN THE SAME STATE,1. YES,,,999. SINCE BIRTH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4. South East,1. Abia,111. OSISIOMA,1146,10032,2,0,1. YES,2. FEMALE,2. SPOUSE,,42,2. NO,,,1981,1. YES,,2. NO,0. ZERO / LESS THAN A MONTH,,1. MARRIED (MONOGAMOUS),,1. YES,1,,,,,,,,,,,,,,,2. NO,,1. YES,0. NONE,"1. AGRICULTURE, FORESTRY &amp; FISHING",2. IN ANOTHER STATE IN NIGERIA,2. NO,,2. NO,99. DON'T KNOW,"1. AGRICULTURE, FORESTRY &amp; FISHING",,,1. YES,,,999. SINCE BIRTH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4. South East,1. Abia,111. OSISIOMA,1146,10032,3,0,2. NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3. LEFT FOR WORK,,,26. SS3,26. SS3,,,,2. NO,,,,,,,,,,,,,,,,,,2. NO,,,,,,,,,,,,,,,,,5. MAY,2021,,,1. INSIDE NIGERIA,111. OSISIOMA NORTH,,27,4. RECEIVED ASSISTANCE FROM FRIENDS &amp; FAMILY,
4. South East,1. Abia,111. OSISIOMA,1146,10032,1302,0,2. NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8. TO JOIN THEIR FAMILY ALREADY LIVING IN ANOTHER LOCATION,,,13. P3,13. P3,,,,2. NO,,,,,,,,,,,,,,,,,,2. NO,,,,,,,,,,,,,,,,,5. MAY,2021,,,1. INSIDE NIGERIA,101. ABA NORTH,,27,4. RECEIVED ASSISTANCE FROM FRIENDS &amp; FAMILY,
4. South East,1. Abia,111. OSISIOMA,1146,10032,1701,0,2. NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8. TO JOIN THEIR FAMILY ALREADY LIVING IN ANOTHER LOCATION,,,26. SS3,26. SS3,,,,2. NO,,,,,,,,,,,,,,,,,,2. NO,,,,,,,,,,,,,,,,,12. DEC,2021,,,1. INSIDE NIGERIA,1601. ABOH MBAISE,,20,4. RECEIVED ASSISTANCE FROM FRIENDS &amp; FAMILY,
4. South East,1. Abia,111. OSISIOMA,1146,10032,1801,0,1. YES,2. FEMALE,12. DOMESTIC HELP (RESIDENT),,20,1. YES,"2. NO, REFUSED",,2003,1. YES,,2. NO,0. ZERO / LESS THAN A MONTH,,7. NEVER MARRIED,,,,,,,,,,,,,,,,,,2. NO,,1. YES,99. DON'T KNOW,"1. AGRICULTURE, FORESTRY &amp; FISHING",1. ELSEWHERE WITHIN THE SAME STATE,2. NO,,1. YES,99. DON'T KNOW,"1. AGRICULTURE, FORESTRY &amp; FISHING",,2. IN ANOTHER STATE IN NIGERIA,1. YES,,,999. SINCE BIRTH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4. South East,1. Abia,111. OSISIOMA,1146,10032,2101,0,1. YES,2. FEMALE,12. DOMESTIC HELP (RESIDENT),,18,2. NO,,,2005,1. YES,,2. NO,0. ZERO / LESS THAN A MONTH,,7. NEVER MARRIED,,,,,,,,,,,,,,,,,,2. NO,,1. YES,0. NONE,7. TRANSPORTATION &amp; STORAGE,1. ELSEWHERE WITHIN THE SAME STATE,2. NO,,1. YES,16. P6,"1. AGRICULTURE, FORESTRY &amp; FISHING",,1. ELSEWHERE WITHIN THE SAME STATE,1. YES,,,999. SINCE BIRTH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4. South East,1. Abia,111. OSISIOMA,1146,10033,2,0,1. YES,2. FEMALE,1. HEAD,,55,2. NO,,,1968,1. YES,,2. NO,0. ZERO / LESS THAN A MONTH,,6. WIDOWED,22,,,,,,,,,,,,,,,,,2. NO,,2. NO,31. TEACHER CERTIFICATE GRADE II (TCGDII),11. EDUCATION,,2. NO,,2. NO,16. P6,8. WHOLESALE &amp; RETAIL TRADE,,,1. YES,,,999. SINCE BIRTH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4. South East,1. Abia,111. OSISIOMA,1146,10033,1601,0,1. YES,2. FEMALE,8. NIECE/NEPHEW,,13,1. YES,"4. NO, CERTIFICATE  IS NOT IN THIS  DWELLING",,2010,2. NO,2. NO,2. NO,0. ZERO / LESS THAN A MONTH,,7. NEVER MARRIED,,,,,,,,,,,,,,,,,,2. NO,,1. YES,25. SS2,7. TRANSPORTATION &amp; STORAGE,1. ELSEWHERE WITHIN THE SAME STATE,2. NO,,2. NO,26. SS3,8. WHOLESALE &amp; RETAIL TRADE,,,1. YES,,,999. SINCE BIRTH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4. South East,1. Abia,111. OSISIOMA,1146,10034,2,0,1. YES,2. FEMALE,1. HEAD,,59,2. NO,,,1964,1. YES,,2. NO,0. ZERO / LESS THAN A MONTH,,6. WIDOWED,25,,,,,,,,,,,,,,,,,2. NO,,2. NO,13. P3,"1. AGRICULTURE, FORESTRY &amp; FISHING",,2. NO,,2. NO,0. NONE,"1. AGRICULTURE, FORESTRY &amp; FISHING",,,1. YES,,,999. SINCE BIRTH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4. South East,1. Abia,111. OSISIOMA,1146,10034,5,0,2. NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3. LEFT FOR WORK,,,26. SS3,26. SS3,,,,2. NO,,,,,,,,,,,,,,,,,,2. NO,,,,,,,,,,,,,,,,,3. MAR,2021,,,1. INSIDE NIGERIA,111. OSISIOMA NORTH,,29,7. RELIED ON SAVINGS,
4. South East,1. Abia,111. OSISIOMA,1146,10034,7,0,2. NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3. LEFT FOR WORK,,,26. SS3,26. SS3,,,,2. NO,,,,,,,,,,,,,,,,,,2. NO,,,,,,,,,,,,,,,,,1. JAN,2021,,,1. INSIDE NIGERIA,1602. AHIAZU MBAISE,,31,4. RECEIVED ASSISTANCE FROM FRIENDS &amp; FAMILY,
4. South East,1. Abia,111. OSISIOMA,1146,10034,9,0,1. YES,1. MALE,3. OWN CHILD,,24,2. NO,,,1999,1. YES,,2. NO,0. ZERO / LESS THAN A MONTH,,7. NEVER MARRIED,,,,,,,,,,,,,,,,,,2. NO,,2. NO,16. P6,8. WHOLESALE &amp; RETAIL TRADE,,1. YES,2,,,,,,1. YES,,,999. SINCE BIRTH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4. South East,1. Abia,111. OSISIOMA,1146,10034,1901,0,1. YES,2. FEMALE,12. DOMESTIC HELP (RESIDENT),,7,2. NO,,,2016,2. NO,2. NO,2. NO,0. ZERO / LESS THAN A MONTH,,,,,,,,,,,,,,,,,,,,2. NO,,1. YES,25. SS2,"1. AGRICULTURE, FORESTRY &amp; FISHING",1. ELSEWHERE WITHIN THE SAME STATE,2. NO,,1. YES,16. P6,"1. AGRICULTURE, FORESTRY &amp; FISHING",,1. ELSEWHERE WITHIN THE SAME STATE,1. YES,,,999. SINCE BIRTH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4. South East,1. Abia,111. OSISIOMA,1146,10035,1,0,1. YES,1. MALE,1. HEAD,,73,2. NO,,,1950,1. YES,,2. NO,0. ZERO / LESS THAN A MONTH,,1. MARRIED (MONOGAMOUS),37,1. YES,2,,,,1987,,,,2. NO,,,,,,,2. NO,,2. NO,0. NONE,"1. AGRICULTURE, FORESTRY &amp; FISHING",,2. NO,,2. NO,0. NONE,"1. AGRICULTURE, FORESTRY &amp; FISHING",,,1. YES,,,999. SINCE BIRTH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4. South East,1. Abia,111. OSISIOMA,1146,10035,2,0,1. YES,2. FEMALE,2. SPOUSE,,63,2. NO,,,1960,1. YES,,2. NO,0. ZERO / LESS THAN A MONTH,,1. MARRIED (MONOGAMOUS),,1. YES,1,,,,,,,,,,,,,,,2. NO,,2. NO,0. NONE,"1. AGRICULTURE, FORESTRY &amp; FISHING",,2. NO,,2. NO,0. NONE,"1. AGRICULTURE, FORESTRY &amp; FISHING",,,1. YES,,,999. SINCE BIRTH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4. South East,1. Abia,111. OSISIOMA,1146,10036,1,0,1. YES,1. MALE,1. HEAD,,70,2. NO,,,1953,1. YES,,2. NO,0. ZERO / LESS THAN A MONTH,,1. MARRIED (MONOGAMOUS),35,1. YES,2,,,,1988,,,,2. NO,,,,,,,2. NO,,2. NO,0. NONE,8. WHOLESALE &amp; RETAIL TRADE,,2. NO,,2. NO,0. NONE,8. WHOLESALE &amp; RETAIL TRADE,,,1. YES,,,999. SINCE BIRTH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4. South East,1. Abia,111. OSISIOMA,1146,10036,2,0,1. YES,2. FEMALE,2. SPOUSE,,60,2. NO,,,1963,1. YES,,2. NO,0. ZERO / LESS THAN A MONTH,,1. MARRIED (MONOGAMOUS),,1. YES,1,,,,,,,,,,,,,,,2. NO,,2. NO,0. NONE,"1. AGRICULTURE, FORESTRY &amp; FISHING",,2. NO,,2. NO,0. NONE,"1. AGRICULTURE, FORESTRY &amp; FISHING",,,1. YES,,,999. SINCE BIRTH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4. South East,1. Abia,111. OSISIOMA,1146,10036,3,0,1. YES,2. FEMALE,3. OWN CHILD,,30,1. YES,"4. NO, CERTIFICATE  IS NOT IN THIS  DWELLING",,1993,1. YES,,2. NO,0. ZERO / LESS THAN A MONTH,,7. NEVER MARRIED,,,,,,,,,,,,,,,,,,1. YES,1,,,,,1. YES,2,,,,,,1. YES,,,999. SINCE BIRTH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4. South East,1. Abia,111. OSISIOMA,1146,10036,1401,0,1. YES,2. FEMALE,6. GRANDCHILD,,5,1. YES,"3. NO, COULD NOT  LOCATE  CERTIFICATE",8. AUG,2018,2. NO,2. NO,2. NO,0. ZERO / LESS THAN A MONTH,,,,,,,,,,,,,,,,,,,,2. NO,,1. YES,26. SS3,8. WHOLESALE &amp; RETAIL TRADE,1. ELSEWHERE WITHIN THE SAME STATE,2. NO,,1. YES,26. SS3,8. WHOLESALE &amp; RETAIL TRADE,,1. ELSEWHERE WITHIN THE SAME STATE,1. YES,,,999. SINCE BIRTH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4. South East,1. Abia,111. OSISIOMA,1146,10037,1,0,1. YES,2. FEMALE,1. HEAD,,75,2. NO,,,1948,2. NO,2. NO,2. NO,0. ZERO / LESS THAN A MONTH,,6. WIDOWED,25,,,,,,,,,,,,,,,,,2. NO,,2. NO,0. NONE,"1. AGRICULTURE, FORESTRY &amp; FISHING",,2. NO,,2. NO,0. NONE,"1. AGRICULTURE, FORESTRY &amp; FISHING",,,1. YES,,,999. SINCE BIRTH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4. South East,1. Abia,111. OSISIOMA,1146,10037,3,0,2. NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7. FOR MARRIAGE/ COHABITATION,,,16. P6,16. P6,,,,2. NO,,,,,,,,,,,,,,,,,,2. NO,,,,,,,,,,,,,,,,,8. AUG,2020,,,1. INSIDE NIGERIA,101. ABA NORTH,,36,4. RECEIVED ASSISTANCE FROM FRIENDS &amp; FAMILY,
4. South East,1. Abia,111. OSISIOMA,1146,10038,1,0,1. YES,1. MALE,1. HEAD,,64,2. NO,,,1959,1. YES,,2. NO,0. ZERO / LESS THAN A MONTH,,1. MARRIED (MONOGAMOUS),39,2. NO,,,,,,,,,1. YES,1,,,,,,2. NO,,2. NO,0. NONE,"1. AGRICULTURE, FORESTRY &amp; FISHING",,2. NO,,2. NO,0. NONE,"1. AGRICULTURE, FORESTRY &amp; FISHING",,,1. YES,,,45,4. ANAMBRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4. South East,1. Abia,111. OSISIOMA,1146,10038,2,0,2. NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8. TO JOIN THEIR FAMILY ALREADY LIVING IN ANOTHER LOCATION,,,26. SS3,26. SS3,,,,2. NO,,,,,,,,,,,,,,,,,,1. YES,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,12. DEC,2018,,,1. INSIDE NIGERIA,401. AGUATA,,56,4. RECEIVED ASSISTANCE FROM FRIENDS &amp; FAMILY,
4. South East,1. Abia,111. OSISIOMA,1146,10038,4,0,1. YES,1. MALE,3. OWN CHILD,,21,2. NO,,,2002,1. YES,,2. NO,0. ZERO / LESS THAN A MONTH,,7. NEVER MARRIED,,,,,,,,,,,,,,,,,,1. YES,1,,,,,2. NO,,1. YES,26. SS3,8. WHOLESALE &amp; RETAIL TRADE,,2. IN ANOTHER STATE IN NIGERIA,1. YES,,,999. SINCE BIRTH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4. South East,1. Abia,111. OSISIOMA,1146,10038,9,0,2. NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8. TO JOIN THEIR FAMILY ALREADY LIVING IN ANOTHER LOCATION,,,13. P3,13. P3,,,,2. NO,,,,,,,,,,,,,,,,,,2. NO,,,,,,,,,,,,,,,,,12. DEC,2019,,,1. INSIDE NIGERIA,401. AGUATA,,44,4. RECEIVED ASSISTANCE FROM FRIENDS &amp; FAMILY,
4. South East,1. Abia,111. OSISIOMA,1146,10038,101,0,2. NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8. TO JOIN THEIR FAMILY ALREADY LIVING IN ANOTHER LOCATION,,,23. JS3,23. JS3,,,,2. NO,,,,,,,,,,,,,,,,,,2. NO,,,,,,,,,,,,,,,,,12. DEC,2021,,,1. INSIDE NIGERIA,401. AGUATA,,20,4. RECEIVED ASSISTANCE FROM FRIENDS &amp; FAMILY,
4. South East,1. Abia,111. OSISIOMA,1146,10038,1801,0,2. NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8. TO JOIN THEIR FAMILY ALREADY LIVING IN ANOTHER LOCATION,,,21. JS1,21. JS1,,,,2. NO,,,,,,,,,,,,,,,,,,2. NO,,,,,,,,,,,,,,,,,12. DEC,2021,,,1. INSIDE NIGERIA,401. AGUATA,,20,4. RECEIVED ASSISTANCE FROM FRIENDS &amp; FAMILY,
5. South South,10. Delta,1015. OSHIMILI SOUTH,0,10040,1,0,1. YES,1. MALE,1. HEAD,,44,1. YES,1. YES,,1979,1. YES,,1. YES,0. ZERO / LESS THAN A MONTH,,7. NEVER MARRIED,,,,,,,,,,,,,,,,,,2. NO,,2. NO,16. P6,96. OTHER (SPECIFY),,2. NO,,1. YES,16. P6,8. WHOLESALE &amp; RETAIL TRADE,,2. IN ANOTHER STATE IN NIGERIA,1. YES,,,999. SINCE BIRTH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4. South East,1. Abia,102. ABA SOUTH,1690,10051,2,0,1. YES,1. MALE,1. HEAD,,48,1. YES,"3. NO, COULD NOT  LOCATE  CERTIFICATE",,1975,1. YES,,1. YES,0. ZERO / LESS THAN A MONTH,,1. MARRIED (MONOGAMOUS),37,1. YES,3,,,,2011,,,,2. NO,,,,,,,2. NO,,2. NO,16. P6,"1. AGRICULTURE, FORESTRY &amp; FISHING",,2. NO,,1. YES,16. P6,"1. AGRICULTURE, FORESTRY &amp; FISHING",,1. ELSEWHERE WITHIN THE SAME STATE,1. YES,,,999. SINCE BIRTH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4. South East,1. Abia,102. ABA SOUTH,1690,10051,3,0,1. YES,2. FEMALE,2. SPOUSE,,40,1. YES,"4. NO, CERTIFICATE  IS NOT IN THIS  DWELLING",,1983,1. YES,,1. YES,0. ZERO / LESS THAN A MONTH,,1. MARRIED (MONOGAMOUS),,1. YES,2,,,,,,,,,,,,,,,2. NO,,2. NO,16. P6,"1. AGRICULTURE, FORESTRY &amp; FISHING",,2. NO,,2. NO,0. NONE,"1. AGRICULTURE, FORESTRY &amp; FISHING",,,1. YES,,,999. SINCE BIRTH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4. South East,1. Abia,102. ABA SOUTH,1690,10051,4,0,1. YES,1. MALE,3. OWN CHILD,,10,1. YES,"4. NO, CERTIFICATE  IS NOT IN THIS  DWELLING",,2012,2. NO,2. NO,1. YES,0. ZERO / LESS THAN A MONTH,,,,,,,,,,,,,,,,,,,,1. YES,2,,,,,1. YES,3,,,,,,1. YES,,,999. SINCE BIRTH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4. South East,1. Abia,102. ABA SOUTH,1690,10051,5,0,1. YES,1. MALE,3. OWN CHILD,,8,1. YES,"4. NO, CERTIFICATE  IS NOT IN THIS  DWELLING",,2014,2. NO,2. NO,1. YES,0. ZERO / LESS THAN A MONTH,,,,,,,,,,,,,,,,,,,,1. YES,2,,,,,1. YES,3,,,,,,1. YES,,,999. SINCE BIRTH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4. South East,1. Abia,102. ABA SOUTH,1690,10051,6,0,1. YES,2. FEMALE,3. OWN CHILD,,4,1. YES,"4. NO, CERTIFICATE  IS NOT IN THIS  DWELLING",11. NOV,2018,2. NO,2. NO,1. YES,0. ZERO / LESS THAN A MONTH,,,,,,,,,,,,,,,,,,,,1. YES,2,,,,,1. YES,3,,,,,,1. YES,,,999. SINCE BIRTH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4. South East,1. Abia,102. ABA SOUTH,1690,10051,1501,0,2. NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8. TO JOIN THEIR FAMILY ALREADY LIVING IN ANOTHER LOCATION,,,23. JS3,24. SS1,,,,2. NO,,,,,,,,,,,,,,,,,,2. NO,,,,,,,,,,,,,,,,,12. DEC,2019,,,1. INSIDE NIGERIA,114. UKWA WEST,,44,7. RELIED ON SAVINGS,
4. South East,1. Abia,102. ABA SOUTH,1690,10051,1502,0,2. NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8. TO JOIN THEIR FAMILY ALREADY LIVING IN ANOTHER LOCATION,,,21. JS1,24. SS1,,,,2. NO,,,,,,,,,,,,,,,,,,2. NO,,,,,,,,,,,,,,,,,12. DEC,2019,,,1. INSIDE NIGERIA,114. UKWA WEST,,44,4. RECEIVED ASSISTANCE FROM FRIENDS &amp; FAMILY,
4. South East,1. Abia,102. ABA SOUTH,1690,10051,1601,0,2. NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12. STAYED WITH ORIGINAL HOUSEHOLD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1. JAN,2020,,,,,,43,,
4. South East,1. Abia,102. ABA SOUTH,1690,10051,1602,0,2. NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10. LEFT TO SET UP OWN HOME,,,16. P6,22. JS2,,,,2. NO,,,,,,,,,,,,,,,,,,2. NO,,,,,,,,,,,,,,,,,1. JAN,2020,,,1. INSIDE NIGERIA,113. UKWA EAST,,43,5. BORROWED FROM FRIENDS &amp; FAMILY,
4. South East,1. Abia,102. ABA SOUTH,1690,10051,1603,0,2. NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12. STAYED WITH ORIGINAL HOUSEHOLD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1. JAN,2020,,,,,,43,,
4. South East,14. Enugu,1412. NKANU WEST,0,10052,1,0,1. YES,1. MALE,1. HEAD,,51,2. NO,,,1972,1. YES,,2. NO,0. ZERO / LESS THAN A MONTH,,1. MARRIED (MONOGAMOUS),30,1. YES,2,,,,2002,,,,2. NO,,,,,,,2. NO,,2. NO,16. P6,8. WHOLESALE &amp; RETAIL TRADE,,2. NO,,2. NO,16. P6,8. WHOLESALE &amp; RETAIL TRADE,,,1. YES,,,28,14. ENUGU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4. South East,14. Enugu,1412. NKANU WEST,0,10052,2,0,1. YES,2. FEMALE,2. SPOUSE,,45,1. YES,"4. NO, CERTIFICATE  IS NOT IN THIS  DWELLING",,1978,1. YES,,2. NO,0. ZERO / LESS THAN A MONTH,,1. MARRIED (MONOGAMOUS),,1. YES,1,,,,,,,,,,,,,,,2. NO,,2. NO,16. P6,7. TRANSPORTATION &amp; STORAGE,,2. NO,,2. NO,16. P6,8. WHOLESALE &amp; RETAIL TRADE,,,1. YES,,,14,1. ABIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4. South East,14. Enugu,1412. NKANU WEST,0,10052,3,0,1. YES,1. MALE,3. OWN CHILD,,19,1. YES,"3. NO, COULD NOT  LOCATE  CERTIFICATE",,2004,2. NO,1. YES,2. NO,0. ZERO / LESS THAN A MONTH,,7. NEVER MARRIED,,,,,,,,,,,,,,,,,,1. YES,1,,,,,1. YES,2,,,,,,1. YES,,,3,1. ABIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4. South East,14. Enugu,1412. NKANU WEST,0,10052,4,0,1. YES,1. MALE,3. OWN CHILD,,17,1. YES,"3. NO, COULD NOT  LOCATE  CERTIFICATE",,2006,1. YES,,2. NO,0. ZERO / LESS THAN A MONTH,,7. NEVER MARRIED,,,,,,,,,,,,,,,,,,1. YES,1,,,,,1. YES,2,,,,,,1. YES,,,3,1. ABIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4. South East,14. Enugu,1412. NKANU WEST,0,10052,5,0,1. YES,2. FEMALE,3. OWN CHILD,,14,1. YES,"3. NO, COULD NOT  LOCATE  CERTIFICATE",,2009,2. NO,2. NO,2. NO,0. ZERO / LESS THAN A MONTH,,7. NEVER MARRIED,,,,,,,,,,,,,,,,,,1. YES,1,,,,,1. YES,2,,,,,,1. YES,,,3,1. ABIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4. South East,14. Enugu,1412. NKANU WEST,0,10052,6,0,1. YES,2. FEMALE,3. OWN CHILD,,10,1. YES,"3. NO, COULD NOT  LOCATE  CERTIFICATE",,2013,2. NO,2. NO,2. NO,0. ZERO / LESS THAN A MONTH,,,,,,,,,,,,,,,,,,,,1. YES,1,,,,,1. YES,2,,,,,,1. YES,,,3,1. ABIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
