zone,state,lga,sector,ea,hhid,indiv,FILTER,s1dq1,s1dq3a,s1dq3b,s1dq3c_1,s1dq3c_2,s1dq3c_os,s1dq4,s1dq4_os,s1dq4a,s1dq4a_os,s1dq4b_1,s1dq4b_2,s1dq4b_os,s1dq5,s1dq5_os,s1dq6,s1dq7,s1dq7a__1,s1dq7a__2,s1dq7a__3,s1dq7a__4,s1dq7a__96,s1dq7a_os,s1dq7b,s1dq7b_os,s1dq8a,s1dq8b,s1dq8c,s1dq8c_os,s1dq8d__1,s1dq8d__2,s1dq8d__3,s1dq8d__4,s1dq8d__5,s1dq8d__6,s1dq8d__7,s1dq8d__8,s1dq8d__9,s1dq8d__10,s1dq8d__11,s1dq8d__12,s1dq8d__13,s1dq8d__14,s1dq8d__15,s1dq8d__16,s1dq8d__17,s1dq8d__18,s1dq8d__19,s1dq8d__96,s1dq8d_os
4. South East,1. Abia,107. ISIALANGWA SOUTH,2. RURAL,1044,10064,5,1. YES,1. YES,2. NO,,,,,,,,,,,,,,,,,,,,,,,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
4. South East,1. Abia,107. ISIALANGWA SOUTH,2. RURAL,1044,10064,6,1. YES,1. YES,2. NO,,,,,,,,,,,,,,,,,,,,,,,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
4. South East,1. Abia,106. ISIALANGWA NORTH,1. URBAN,0,10065,2,1. YES,1. YES,2. NO,,,,,,,,,,,,,,,,,,,,,,,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
4. South East,1. Abia,106. ISIALANGWA NORTH,1. URBAN,0,10065,5101,2. NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4. South East,1. Abia,107. ISIALANGWA SOUTH,2. RURAL,1044,10066,2,1. YES,1. YES,2. NO,,,,,,,,,,,,,,,,,,,,,,,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
4. South East,1. Abia,107. ISIALANGWA SOUTH,2. RURAL,1044,10067,1,1. YES,1. YES,2. NO,,,,,,,,,,,,,,,,,,,,,,,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
4. South East,1. Abia,107. ISIALANGWA SOUTH,2. RURAL,1044,10067,2,1. YES,1. YES,2. NO,,,,,,,,,,,,,,,,,,,,,,,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
4. South East,1. Abia,107. ISIALANGWA SOUTH,2. RURAL,1044,10067,5101,2. NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4. South East,1. Abia,114. UKWA WEST,2. RURAL,0,10068,3,1. YES,1. YES,1. YES,1. PERMANENTLY,1. FIND BETTER JOBS,,,Moving to another country,,1. UNITED KINGDOM,,EASIER TO FIND A JOB,,,1. LACK OF MONEY TO AFFORD IT,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
4. South East,1. Abia,114. UKWA WEST,2. RURAL,0,10068,6,2. NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4. South East,1. Abia,114. UKWA WEST,2. RURAL,0,10068,7,2. NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4. South East,1. Abia,114. UKWA WEST,2. RURAL,0,10068,1301,2. NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4. South East,1. Abia,114. UKWA WEST,2. RURAL,0,10068,1302,2. NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4. South East,1. Abia,114. UKWA WEST,2. RURAL,0,10068,1503,1. YES,1. YES,2. NO,,,,,,,,,,,,,,,,,,,,,,,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
4. South East,1. Abia,107. ISIALANGWA SOUTH,2. RURAL,1044,10069,1,1. YES,1. YES,2. NO,,,,,,,,,,,,,,,,,,,,,,,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
4. South East,1. Abia,107. ISIALANGWA SOUTH,2. RURAL,1044,10069,13,1. YES,1. YES,2. NO,,,,,,,,,,,,,,,,,,,,,,,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
4. South East,1. Abia,107. ISIALANGWA SOUTH,2. RURAL,1044,10069,1701,2. NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4. South East,1. Abia,107. ISIALANGWA SOUTH,2. RURAL,1044,10069,2101,1. YES,1. YES,2. NO,,,,,,,,,,,,,,,,,,,,,,,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
4. South East,1. Abia,107. ISIALANGWA SOUTH,2. RURAL,0,10070,2,1. YES,1. YES,2. NO,,,,,,,,,,,,,,,,,,,,,,,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
4. South East,1. Abia,107. ISIALANGWA SOUTH,2. RURAL,0,10070,11,1. YES,2. NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4. South East,1. Abia,107. ISIALANGWA SOUTH,2. RURAL,0,10070,13,2. NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4. South East,1. Abia,117. UMUNNEOCHI,2. RURAL,560,10072,1,1. YES,1. YES,2. NO,,,,,,,,,,,,,,,,,,,,,,,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
4. South East,1. Abia,117. UMUNNEOCHI,2. RURAL,560,10072,3,1. YES,2. NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4. South East,1. Abia,117. UMUNNEOCHI,2. RURAL,560,10072,5,1. YES,2. NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4. South East,1. Abia,117. UMUNNEOCHI,2. RURAL,560,10072,9,2. NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4. South East,1. Abia,117. UMUNNEOCHI,2. RURAL,560,10072,1301,2. NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4. South East,1. Abia,117. UMUNNEOCHI,2. RURAL,560,10072,5101,1. YES,2. NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4. South East,1. Abia,117. UMUNNEOCHI,2. RURAL,560,10073,1,1. YES,1. YES,2. NO,,,,,,,,,,,,,,,,,,,,,,,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
4. South East,1. Abia,117. UMUNNEOCHI,2. RURAL,560,10073,2,1. YES,2. NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4. South East,1. Abia,117. UMUNNEOCHI,2. RURAL,560,10074,2,1. YES,1. YES,2. NO,,,,,,,,,,,,,,,,,,,,,,,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
4. South East,1. Abia,117. UMUNNEOCHI,2. RURAL,560,10074,4,1. YES,1. YES,2. NO,,,,,,,,,,,,,,,,,,,,,,,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
4. South East,1. Abia,117. UMUNNEOCHI,2. RURAL,560,10074,5,2. NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4. South East,1. Abia,117. UMUNNEOCHI,2. RURAL,560,10074,6,2. NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4. South East,1. Abia,117. UMUNNEOCHI,2. RURAL,560,10075,1,1. YES,1. YES,2. NO,,,,,,,,,,,,,,,,,,,,,,,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
4. South East,1. Abia,117. UMUNNEOCHI,2. RURAL,560,10075,5101,1. YES,2. NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4. South East,1. Abia,117. UMUNNEOCHI,2. RURAL,560,10076,2,1. YES,1. YES,2. NO,,,,,,,,,,,,,,,,,,,,,,,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
4. South East,1. Abia,117. UMUNNEOCHI,2. RURAL,560,10076,1301,1. YES,1. YES,2. NO,,,,,,,,,,,,,,,,,,,,,,,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
4. South East,1. Abia,117. UMUNNEOCHI,2. RURAL,560,10076,2101,1. YES,1. YES,1. YES,2. TEMPORARILY,7. START A NEW FAMILY,,,Moving to a town/city - another State,,,,RELATIVES OR/AND FRIENDS LIVING THERE,,,9. LACK OF CONNECTIONS OR ACQUAINTANCES,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
4. South East,1. Abia,117. UMUNNEOCHI,2. RURAL,560,10077,2,1. YES,1. YES,2. NO,,,,,,,,,,,,,,,,,,,,,,,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
4. South East,1. Abia,117. UMUNNEOCHI,2. RURAL,560,10078,1301,1. YES,1. YES,2. NO,,,,,,,,,,,,,,,,,,,,,,,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
4. South East,1. Abia,117. UMUNNEOCHI,2. RURAL,560,10078,1302,1. YES,1. YES,1. YES,2. TEMPORARILY,2. START UP A NEW BUSINESS,,,Moving to a town/city - another State,,,,EASIER TO FIND A JOB,,,1. LACK OF MONEY TO AFFORD IT,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
4. South East,1. Abia,117. UMUNNEOCHI,2. RURAL,560,10078,1303,1. YES,1. YES,2. NO,,,,,,,,,,,,,,,,,,,,,,,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
4. South East,1. Abia,117. UMUNNEOCHI,2. RURAL,560,10078,1801,1. YES,1. YES,2. NO,,,,,,,,,,,,,,,,,,,,,,,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
4. South East,1. Abia,117. UMUNNEOCHI,2. RURAL,560,10078,1802,1. YES,2. NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4. South East,1. Abia,117. UMUNNEOCHI,2. RURAL,560,10079,2,1. YES,1. YES,2. NO,,,,,,,,,,,,,,,,,,,,,,,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
4. South East,1. Abia,117. UMUNNEOCHI,2. RURAL,560,10079,5101,1. YES,1. YES,2. NO,,,,,,,,,,,,,,,,,,,,,,,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
4. South East,1. Abia,117. UMUNNEOCHI,2. RURAL,560,10079,5102,2. NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4. South East,1. Abia,117. UMUNNEOCHI,2. RURAL,560,10079,5103,2. NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4. South East,1. Abia,117. UMUNNEOCHI,2. RURAL,560,10079,5104,2. NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4. South East,1. Abia,117. UMUNNEOCHI,2. RURAL,560,10079,5105,2. NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4. South East,1. Abia,117. UMUNNEOCHI,2. RURAL,560,10080,1,1. YES,1. YES,2. NO,,,,,,,,,,,,,,,,,,,,,,,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
4. South East,1. Abia,117. UMUNNEOCHI,2. RURAL,560,10080,10,1. YES,2. NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4. South East,1. Abia,105. IKWUANO,2. RURAL,638,10091,2,1. YES,1. YES,2. NO,,,,,,,,,,,,,,,,,,,,,,,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
4. South East,1. Abia,105. IKWUANO,2. RURAL,638,10091,5,1. YES,1. YES,1. YES,2. TEMPORARILY,6. GO TO STUDY,,,Moving to a town/city - same State,,,,RELATIVES OR/AND FRIENDS LIVING THERE,AFFORDABLE TO TRAVEL TO THE DESTINATION,,1. LACK OF MONEY TO AFFORD IT,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
4. South East,1. Abia,105. IKWUANO,2. RURAL,638,10092,1,1. YES,1. YES,2. NO,,,,,,,,,,,,,,,,,,,,,,,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
4. South East,1. Abia,105. IKWUANO,2. RURAL,638,10092,4,2. NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4. South East,1. Abia,105. IKWUANO,2. RURAL,638,10092,1301,2. NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4. South East,1. Abia,105. IKWUANO,2. RURAL,638,10092,1302,2. NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4. South East,1. Abia,105. IKWUANO,2. RURAL,638,10092,1701,1. YES,2. NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4. South East,1. Abia,105. IKWUANO,2. RURAL,638,10092,1801,2. NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4. South East,1. Abia,105. IKWUANO,2. RURAL,638,10092,2101,1. YES,2. NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4. South East,1. Abia,105. IKWUANO,2. RURAL,638,10094,1,1. YES,1. YES,2. NO,,,,,,,,,,,,,,,,,,,,,,,,1. YES,1995,2. GENERAL LACK OF MONEY/POOR HOUSEHOLD ECONOMIC CONDITIONS,,,,,,,,,,,,,,,,,,,,,,
4. South East,1. Abia,105. IKWUANO,2. RURAL,638,10094,2,1. YES,1. YES,2. NO,,,,,,,,,,,,,,,,,,,,,,,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
4. South East,1. Abia,105. IKWUANO,2. RURAL,638,10094,3,1. YES,2. NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4. South East,1. Abia,105. IKWUANO,2. RURAL,638,10094,4,1. YES,2. NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4. South East,1. Abia,105. IKWUANO,2. RURAL,638,10094,5,1. YES,2. NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4. South East,1. Abia,105. IKWUANO,2. RURAL,638,10094,6,2. NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4. South East,1. Abia,105. IKWUANO,2. RURAL,638,10094,7,2. NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4. South East,1. Abia,105. IKWUANO,2. RURAL,638,10094,101,1. YES,2. NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4. South East,1. Abia,105. IKWUANO,2. RURAL,638,10096,3,1. YES,2. NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4. South East,1. Abia,105. IKWUANO,2. RURAL,638,10096,5,1. YES,1. YES,1. YES,1. PERMANENTLY,1. FIND BETTER JOBS,2. START UP A NEW BUSINESS,,Moving to another country,,5. UNITED STATES OF AMERICA,,EASIER TO FIND A JOB,,,1. LACK OF MONEY TO AFFORD IT,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
4. South East,1. Abia,105. IKWUANO,2. RURAL,638,10096,201,1. YES,2. NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4. South East,1. Abia,105. IKWUANO,2. RURAL,638,10096,2101,1. YES,2. NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4. South East,1. Abia,105. IKWUANO,2. RURAL,638,10097,6,1. YES,1. YES,2. NO,,,,,,,,,,,,,,,,,,,,,,,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
4. South East,1. Abia,105. IKWUANO,2. RURAL,638,10097,8,1. YES,1. YES,2. NO,,,,,,,,,,,,,,,,,,,,,,,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
4. South East,1. Abia,105. IKWUANO,2. RURAL,638,10097,1301,1. YES,1. YES,2. NO,,,,,,,,,,,,,,,,,,,,,,,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
4. South East,1. Abia,105. IKWUANO,2. RURAL,638,10097,1302,1. YES,1. YES,2. NO,,,,,,,,,,,,,,,,,,,,,,,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
4. South East,1. Abia,105. IKWUANO,2. RURAL,638,10097,1304,2. NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4. South East,1. Abia,105. IKWUANO,2. RURAL,638,10097,1305,2. NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4. South East,1. Abia,105. IKWUANO,2. RURAL,638,10097,1306,2. NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4. South East,1. Abia,105. IKWUANO,2. RURAL,638,10097,5101,1. YES,1. YES,2. NO,,,,,,,,,,,,,,,,,,,,,,,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
4. South East,1. Abia,105. IKWUANO,2. RURAL,638,10099,5101,1. YES,1. YES,2. NO,,,,,,,,,,,,,,,,,,,,,,,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
4. South East,1. Abia,105. IKWUANO,2. RURAL,638,10100,1,1. YES,1. YES,2. NO,,,,,,,,,,,,,,,,,,,,,,,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
4. South East,1. Abia,105. IKWUANO,2. RURAL,638,10100,2,1. YES,1. YES,2. NO,,,,,,,,,,,,,,,,,,,,,,,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
4. South East,1. Abia,105. IKWUANO,2. RURAL,638,10100,5101,2. NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4. South East,1. Abia,108. ISIUKWUATO,2. RURAL,904,10102,1,1. YES,1. YES,2. NO,,,,,,,,,,,,,,,,,,,,,,,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
4. South East,1. Abia,108. ISIUKWUATO,2. RURAL,904,10103,1,1. YES,1. YES,2. NO,,,,,,,,,,,,,,,,,,,,,,,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
4. South East,1. Abia,108. ISIUKWUATO,2. RURAL,904,10103,2,1. YES,1. YES,2. NO,,,,,,,,,,,,,,,,,,,,,,,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
4. South East,1. Abia,108. ISIUKWUATO,2. RURAL,904,10103,4,1. YES,2. NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4. South East,1. Abia,108. ISIUKWUATO,2. RURAL,904,10103,7,1. YES,1. YES,2. NO,,,,,,,,,,,,,,,,,,,,,,,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
4. South East,1. Abia,108. ISIUKWUATO,2. RURAL,904,10103,8,2. NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4. South East,1. Abia,108. ISIUKWUATO,2. RURAL,904,10103,9,2. NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4. South East,1. Abia,108. ISIUKWUATO,2. RURAL,904,10103,10,2. NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4. South East,1. Abia,108. ISIUKWUATO,2. RURAL,904,10104,1,1. YES,1. YES,2. NO,,,,,,,,,,,,,,,,,,,,,,,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
4. South East,1. Abia,108. ISIUKWUATO,2. RURAL,904,10104,2,1. YES,2. NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4. South East,1. Abia,108. ISIUKWUATO,2. RURAL,904,10105,1,1. YES,1. YES,2. NO,,,,,,,,,,,,,,,,,,,,,,,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
4. South East,1. Abia,108. ISIUKWUATO,2. RURAL,904,10105,2,1. YES,2. NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4. South East,1. Abia,108. ISIUKWUATO,2. RURAL,904,10105,3,1. YES,2. NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4. South East,1. Abia,108. ISIUKWUATO,2. RURAL,904,10105,4,1. YES,2. NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4. South East,1. Abia,108. ISIUKWUATO,2. RURAL,904,10106,1,1. YES,1. YES,2. NO,,,,,,,,,,,,,,,,,,,,,,,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
4. South East,1. Abia,108. ISIUKWUATO,2. RURAL,904,10106,2,1. YES,1. YES,2. NO,,,,,,,,,,,,,,,,,,,,,,,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
4. South East,1. Abia,108. ISIUKWUATO,2. RURAL,904,10106,3,1. YES,1. YES,1. YES,1. PERMANENTLY,1. FIND BETTER JOBS,7. START A NEW FAMILY,,Moving to a town/city - another State,,,,EASIER TO FIND A JOB,EASY/SAFE ROUTE TO GET THERE,,1. LACK OF MONEY TO AFFORD IT,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
4. South East,1. Abia,108. ISIUKWUATO,2. RURAL,904,10106,4,1. YES,1. YES,2. NO,,,,,,,,,,,,,,,,,,,,,,,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
4. South East,1. Abia,108. ISIUKWUATO,2. RURAL,904,10106,5,1. YES,2. NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4. South East,1. Abia,108. ISIUKWUATO,2. RURAL,904,10106,5101,1. YES,2. NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4. South East,1. Abia,108. ISIUKWUATO,2. RURAL,904,10107,1,1. YES,2. NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4. South East,1. Abia,108. ISIUKWUATO,2. RURAL,904,10107,5101,1. YES,1. YES,2. NO,,,,,,,,,,,,,,,,,,,,,,,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
4. South East,1. Abia,108. ISIUKWUATO,2. RURAL,904,10107,5102,1. YES,2. NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4. South East,1. Abia,108. ISIUKWUATO,2. RURAL,904,10108,3,1. YES,1. YES,2. NO,,,,,,,,,,,,,,,,,,,,,,,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
4. South East,1. Abia,108. ISIUKWUATO,2. RURAL,904,10108,4,1. YES,1. YES,1. YES,2. TEMPORARILY,1. FIND BETTER JOBS,,,Moving to a town/city - same State,,,,EASIER TO FIND A JOB,,,9. LACK OF CONNECTIONS OR ACQUAINTANCES,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
4. South East,1. Abia,108. ISIUKWUATO,2. RURAL,904,10108,5,2. NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4. South East,1. Abia,108. ISIUKWUATO,2. RURAL,904,10108,101,2. NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4. South East,1. Abia,108. ISIUKWUATO,2. RURAL,904,10108,102,2. NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4. South East,1. Abia,108. ISIUKWUATO,2. RURAL,904,10108,103,2. NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4. South East,1. Abia,108. ISIUKWUATO,2. RURAL,904,10109,1,1. YES,1. YES,2. NO,,,,,,,,,,,,,,,,,,,,,,,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
4. South East,1. Abia,108. ISIUKWUATO,2. RURAL,904,10109,6,1. YES,1. YES,1. YES,2. TEMPORARILY,1. FIND BETTER JOBS,,,Moving to a town/city - same State,,,,EASIER TO FIND A JOB,,,9. LACK OF CONNECTIONS OR ACQUAINTANCES,,2. NO,,,,,,,,,,1. YES,2021,3. LACK OF CONNECTIONS OR ACQUAINTANCES,,,,,,,,,,,,,,,,,,,,,,
4. South East,1. Abia,108. ISIUKWUATO,2. RURAL,904,10109,7,1. YES,1. YES,1. YES,2. TEMPORARILY,6. GO TO STUDY,,,Moving to a town/city - another State,,,,RELATIVES OR/AND FRIENDS LIVING THERE,,,1. LACK OF MONEY TO AFFORD IT,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
4. South East,1. Abia,108. ISIUKWUATO,2. RURAL,904,10109,8,1. YES,1. YES,2. NO,,,,,,,,,,,,,,,,,,,,,,,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
4. South East,1. Abia,108. ISIUKWUATO,2. RURAL,904,10109,5101,1. YES,1. YES,2. NO,,,,,,,,,,,,,,,,,,,,,,,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
4. South East,1. Abia,108. ISIUKWUATO,2. RURAL,904,10110,1,1. YES,1. YES,1. YES,2. TEMPORARILY,2. START UP A NEW BUSINESS,,,Moving to a town/city - same State,,,,EASIER TO FIND A JOB,,,9. LACK OF CONNECTIONS OR ACQUAINTANCES,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
4. South East,1. Abia,108. ISIUKWUATO,2. RURAL,904,10110,2,1. YES,1. YES,1. YES,2. TEMPORARILY,1. FIND BETTER JOBS,,,Moving to a town/city - same State,,,,EASIER TO FIND A JOB,,,9. LACK OF CONNECTIONS OR ACQUAINTANCES,,1. YES,2. NO,,,,,,,2. BORROW FROM A RELATIVE/FRIEND,,1. YES,2022,2. GENERAL LACK OF MONEY/POOR HOUSEHOLD ECONOMIC CONDITIONS,,,,,,,,,,,,,,,,,,,,,,
4. South East,1. Abia,108. ISIUKWUATO,2. RURAL,904,10110,6,2. NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4. South East,1. Abia,108. ISIUKWUATO,2. RURAL,904,10110,11,1. YES,1. YES,2. NO,,,,,,,,,,,,,,,,,,,,,,,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
4. South East,1. Abia,108. ISIUKWUATO,2. RURAL,904,10110,1301,2. NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4. South East,1. Abia,102. ABA SOUTH,1. URBAN,46,19001,1,1. YES,1. YES,2. NO,,,,,,,,,,,,,,,,,,,,,,,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,
